UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage ,Event Source,Event Souce ID
UEI-IMD-FL-1997-0056,1997-06-11,1997-06-11,1,heavy rains,NA,Pune,Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,i)Electric supply disrupted ii)Water logging at some places in Pune city iii)Train services delayed,IMD,NA
UEI-IMD-FL-1997-0057,1997-06-14,1997-06-14,1,"heavy rains, flash flood",NA,"Jalgaon, Satara, Jalna",Maharastra,NA,NA,NA,NA,2,NA,NA,NA,2 women swept away in Patan,"Thatched houses damaged, many trees uprooted, electricity supply disrupted, Power supply of wires disrupted due to snapping",IMD,NA
UEI-IMD-FL-1997-0058,1997-06-17,1997-06-17,1,heavy rains,NA,Pune,Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,One temporary bridge damaged,IMD,NA
UEI-IMD-FL-1997-0059,1997-06-18,1997-06-23,6,heavy rains,NA,"Mumbai city, Mumbai (Sub) and Thane",Maharastra,NA,NA,NA,NA,16,24,NA,NA,16 persons died and 24 injured at different places due to landslide/uprooting of trees/blown off roof-tops of houses,i)150 houses badly damaged ii)Telephone services disrupted,IMD,NA
UEI-IMD-FL-1997-0060,1997-06-21,1997-06-21,1,heavy rains,NA,Mumbai (Sub),Maharastra,NA,NA,NA,NA,1,6,NA,NA,1 person died and 6 other injured due to landslide at Ghatkopar,NA,IMD,NA
UEI-IMD-FL-1997-0061,1997-06-29,1997-06-29,1,heavy rains,NA,"Mumbai city, Pune",Maharastra,NA,NA,NA,NA,1,8,NA,NA,1 persosn died and 8 other injured due to building collapse,"15 poles uprooted wires snapped off, disrupting telephone services in Purandar, Neera, Walhe, Vir and Parinche areas",IMD,NA
UEI-IMD-FL-1997-0062,1997-07-05,1997-07-07,3,heavy rains,NA,"Mumbai city, Mumbai (Sub), Raigad, Ratnagiri, Sindhudurg and Thane",Maharastra,NA,NA,NA,NA,1,1,NA,NA,i)1 person died and 1 injured at Worli ii)A few passengers-b injured when a building near Metro cinema collapsed,i)Normal life disrupted ii)Railway communication disrupted iii)Waterlogging at many places reported iv)Business in flower/vegetable/fruit markey affected v)3 cars crushed under a wall collpased at Worli vi)A few trees uprooted,IMD,NA
UEI-IMD-FL-1997-0063,1997-07-06,1997-07-06,1,heavy rains,NA,Jalgaon,Maharastra,NA,NA,NA,NA,3,NA,NA,NA,3 persons died,One house collapsed,IMD,NA
UEI-IMD-FL-1997-0064,1997-07-08,1997-07-14,7,flash flood,NA,Kolhapur,Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,i)Many people shifted to safer places from river bank ii)Normal life disrupted due to water logging at many places,IMD,NA
UEI-IMD-FL-1997-0065,1997-07-19,1997-07-19,1,heavy rains,NA,Satara,Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,Observatory tower collapsed at Mahabaleshwar City life disrupted,IMD,NA
UEI-IMD-FL-1997-0066,1997-07-27,1997-07-27,1,heavy rains,NA,"Nashik, Ratnagiri",Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,"City life disrupted, Railway services disrupted",IMD,NA
UEI-IMD-FL-1997-0067,1997-08-02,1997-08-02,1,heavy rains,NA,"Mumbai City, Kolhapur",Maharastra,NA,NA,NA,NA,8,21,NA,NA,"6 persons died and 21 other injured, 2 persons washed away",One building collapsed in South Mumbai,IMD,NA
UEI-IMD-FL-1997-0068,1997-08-07,1997-08-07,1,heavy rains,NA,Kolhapur,Maharastra,NA,NA,NA,NA,5,NA,NA,NA,5 persons washed,NA,IMD,NA
UEI-IMD-FL-1997-0069,1997-08-10,1997-08-10,1,heavy rains,NA,Pune,Maharastra,NA,NA,NA,NA,1,20,NA,NA,1 person died and 20 other injured,Vehicular traffic on Pune-Thane road disrupted due to landslides near Malshej Ghat,IMD,NA
UEI-IMD-FL-1997-0070,1997-08-18,1997-08-18,1,heavy rains,NA,Pune,Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ground, rice, millet etc. affected in Mulshi taluka",IMD,NA
UEI-IMD-FL-1997-0071,1997-08-22,1997-08-24,3,heavy rains,NA,Entire State,Maharastra,NA,NA,NA,NA,40,NA,NA,NA,i)40 persons died of which 25 from Mumbai and Thane alone ii)Dozens of people injured,i)Several thousand people rendered homeless ii)Normal life disrupted iii)Road/ Railway traffic paralysed,IMD,NA
UEI-IMD-FL-1997-0072,1997-08-22,1997-08-25,4,heavy rains,NA,Jalgaon,Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,i)Estimated loss worth Rs. 1 crore reported due to damaging of roads ii)Road communication disrupted,IMD,NA
UEI-IMD-FL-1997-0073,1997-08-24,1997-08-26,3,flash flood,NA,Nashik,Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,i)168 families rendered homeless ii)Estimated loss to property worth Rs. 35 lakhs reported,IMD,NA
UEI-IMD-FL-1997-0074,1997-08-25,1997-08-25,1,flash flood,NA,"Sangli, Solapur",Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,i)70 villages surrounded by flood water ii)Bridge on Bhima river in Pandharpur was closed for vehicular traffic,IMD,NA
UEI-IMD-FL-1997-0075,1997-08-27,1997-08-27,1,heavy rains,NA,"Nagpur, Solapur",Maharastra,NA,NA,NA,NA,1,NA,NA,NA,1 person died due to huse collapse,"i)Around 20,000 people shifted to safer places ii)Pilgrimage city of Pandharpur was almost submerged and normal life disrupted",IMD,NA
UEI-IMD-FL-1997-0076,1997-09-23,1997-09-23,1,heavy rains,NA,Wardha and Yavatmal,Maharastra,NA,NA,NA,NA,2,NA,NA,NA,2 persons died in Ami and Shirpur,NA,IMD,NA
UEI-IMD-FL-1997-0077,1997-10-25,1997-10-25,1,heavy rains,NA,Buldhana,Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heavy damage to cotton, Jowar, Kharif crop and orange reported",IMD,NA
UEI-IMD-FL-1997-0078,1997-10-29,1997-10-29,1,heavy rains,NA,Nagpur,Maharastra,NA,NA,NA,NA,2,8,NA,NA,2 women died and 8 injured,NA,IMD,NA
UEI-IMD-FL-1997-0079,1997-10-30,1997-10-30,1,heavy rains,NA,Thane,Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,Electric supply disrupted at Ambarnath,IMD,NA
UEI-IMD-FL-1997-0080,1997-11-27,1997-11-28,2,heavy rains,NA,Ahmednagar,Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rabi jowar and cotton crop affected,IMD,NA
UEI-IMD-FL-1997-0081,1997-11-28,1997-11-28,1,heavy rains,NA,Nagpur,Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,i)Cotton crop and collected cotton affected ii)Water logging in hutment areas,IMD,NA
UEI-IMD-FL-1997-0082,1997-11-28,1997-12-04,7,heavy rains,NA,Aurangabad and Jalgaon,Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corn, sunflower and jowar crops affected at Sillod taluk",IMD,NA
UEI-IMD-FL-1997-0083,1997-12-02,1997-12-02,1,heavy rains,NA,Nashik,Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,Onion crop destroyed at Lasalgaon,IMD,NA
UEI-IMD-FL-1997-0084,1997-12-03,1997-12-03,1,heavy rains,NA,Jalgaon,Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Banana, cotton crop and vegetables affected",IMD,NA
UEI-IMD-FL-1997-0085,1997-12-04,1997-12-05,2,heavy rains,NA,"Amravatio, Nagpur and Wardha",Maharastra,NA,NA,NA,NA,2,NA,NA,NA,2 persons died,i)Many trees uprooted ii)Roof tops of many houses blownaway iii)Damage to crops reported,IMD,NA
UEI-IMD-FL-1997-0086,1997-12-01,1997-12-07,7,heavy rains,NA,"Pune, Satara",Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i)Normal life paralysed ii)Electric supply disrupted at many places , i)Damage to grape garden reported ii)Estimated loss worth lakhs of rupees reported iii)Rabi crop affected",IMD,NA
UEI-IMD-FL-1997-0087,1997-12-06,1997-12-08,3,heavy rains,NA,Mumbai City,Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,i)Train services delayed ii)Normal life affected,IMD,NA
UEI-IMD-FL-1997-0088,1997-12-08,1997-12-08,1,heavy rains,NA,"Kolhapur, Pune, Parbhani, Osmanabad",Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i)Damage to tomato and grape reported iii)Estimated loss worth crores of rupees due to water logging at brick field , 40% rabi crop damaged , 2000 quintal cotton crop damaged in Pathari taluk , Damage to grapes in Tuljapur reported",IMD,NA
UEI-IMD-FL-1997-0089,1997-12-08,1997-12-14,7,heavy rains,NA,Ahmadnagar,Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jowar, wheat, gram cotton, grapes and vegetable crops damaged",IMD,NA
UEI-IMD-FL-1997-0090,1997-12-10,1997-12-10,1,heavy rains,NA,Nagpur,Maharastra,NA,NA,NA,NA,NA,NA,NA,NA,NA,Damage to crops/fruits/vegetables reported,IMD,NA
UEI-IMD-FL-1997-0091,1997-09-28,1997-09-28,1,flash flood,NA,Thoubal,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,i)Standing crop in thousands of hectares in Manipur valley were under water ii)Several villages submerged in flood water iii)Road communication on N.H. No. 53 disrupted,IMD,NA
UEI-IMD-FL-1997-0092,1997-06-23,1997-06-23,1,flash flood,NA,West Garo Hills,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i)12,000 hectares of land flooded ii)Standing crops damaged",IMD,NA
UEI-IMD-FL-1997-0093,1997-07-01,1997-07-01,1,flash flood,NA,West Garo Hills,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,i)Large areas inundated ii)Standing crops damaged,IMD,NA
UEI-IMD-FL-1997-0094,1997-07-14,1997-07-14,1,flash flood,NA,Chhimtuipui and Lunglei,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,i)Large areas inundated ii)Standing crops damaged,IMD,NA
UEI-IMD-FL-1997-0095,1997-06-29,1997-06-29,1,flash flood,NA,Balasore,Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65 people in 388 villages affected,IMD,NA
UEI-IMD-FL-1997-0096,1997-08-01,1997-08-21,21,severe floods,NA,Entire State,Odisha,NA,NA,NA,NA,65,NA,NA,NA,65 persons died,i)12 lakh people affected ii)Over 1.41 lakh hectares of land under paddy cultivation damaged,IMD,NA
UEI-IMD-FL-1997-0097,1997-08-04,1997-08-04,1,flash flood,NA,Patiala,Punjab,NA,NA,NA,NA,NA,37,NA,NA,37 persons including 19 children rescued,NA,IMD,NA
UEI-IMD-FL-1997-0098,1997-08-27,1997-08-27,1,heavy rains,NA,Entire State,Punjab,NA,NA,NA,NA,6,NA,NA,NA,6 persons died and more than dozen injured,NA,IMD,NA
UEI-IMD-FL-1997-0099,1997-08-27,1997-09-03,8,heavy rains,NA,Southern Punjab,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,More than one lakh people affected due to inundation,IMD,NA
UEI-IMD-FL-1997-0100,1997-07-26,1997-07-27,2,heavy rains,NA,Banswara and Dungapur,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hundred of houses collased,IMD,NA
UEI-IMD-FL-1997-0101,1997-07-29,1997-07-30,2,flash flood,NA,"Ajmer, Jaipur and Kota",Rajasthan,NA,NA,NA,NA,15,NA,NA,NA,15 persons washed away in separate incidents,NA,IMD,NA
UEI-IMD-FL-1997-0102,1997-08-01,1997-08-03,3,heavy rains,NA,"Ajmer, Kota and Sirohi",Rajasthan,NA,NA,NA,NA,17,NA,NA,NA,i)17 persons died ii)Some animals swept away by water current,i)Several roads closed ii)Many trains diverted iii)Many places in Ajmer district submerged,IMD,NA
UEI-IMD-FL-1997-0103,1997-08-25,1997-08-29,5,heavy rains,NA,"Ajmer, Alwar, Banswara, Baran, Bhilwara, Bikaner Bundi, Chittorgarh, Churu, Dausa, Dungarpur, Jaipur, Jalore, Jhun Jhunu, Jodhpur, Kota, Nagpur, Pali, Sawai Madhopur, Sikar, Sirohi and Tonk",Rajasthan,NA,NA,NA,NA,29,37,NA,NA,29 persons died and 37 injured in different incidents,Many houses damaged,IMD,NA
UEI-IMD-FL-1997-0104,1997-10-04,1997-10-04,1,heavy rains,NA,Ajmer and Bikaner,Rajasthan,NA,NA,NA,NA,NA,1,NA,NA,1 child drowned in flowing water in Bikaner,Electric wires broken as trees uprooted in Ajmer disrupting power supply,IMD,NA
UEI-IMD-FL-1997-0105,1997-06-08,1997-06-10,3,heavy rains,NA,East district,Sikkim,NA,NA,NA,NA,75,60,NA,NA,Due to landslides 75 persons died and 60 critically injured in Gangatok,"i)Atleast 10 buildings collapsed and 500 houses fully and 300 partially damaged due to landslides ii)10,000 families rendered homeless iii)Relief camps set up and para-military forces employed for rescue work iv)Loss of property estimated as Rs. 100 crores reported",IMD,NA
UEI-IMD-FL-1997-0106,1997-08-11,1997-08-11,1,flash flood,NA,East district,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i)In Gangatok, 1000 people affected ii)12 villages washed away due to sudden rise in river Lachundehun",IMD,NA
UEI-IMD-FL-1997-0107,1997-10-28,1997-10-31,4,heavy rains,NA,"Chennai, Chengalpattu and Dindigul",Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,i)Palani - Kodaikanal road paralysed due to landslides ii)Many roads damaged,IMD,NA
UEI-IMD-FL-1997-0108,1997-11-01,1997-11-29,23,heavy rains,NA,"Chengalpattu, Chennai, Nagapattinam, Thanjavur and Tiruchy",Tamil Nadu,NA,NA,NA,NA,89,NA,NA,NA,89 persons died,"i)97 houses and many huts damaged ii)Crops in 1,21,000 hectares of land submerged iii)All the reserviors were overflown iv)Several roads damaged",IMD,NA
UEI-IMD-FL-1997-0109,1997-12-05,1997-12-20,16,heavy rains,NA,Entire State,Tamil Nadu,NA,NA,NA,NA,177,NA,NA,NA,177 persons died,"i)Nagapattinam, Thanjavur and Tiruvabur districts worst affected ii)Reservior at Chembarampakkam and Red-hills overflown iii)Thousands of people in low lying areas shifted to safer places",IMD,NA
UEI-IMD-FL-1997-0110,1997-05-08,1997-05-08,1,heavy rains,NA,West Teripura,Tripura,NA,NA,NA,NA,1,50,NA,NA,1 person died and 50 injured,NA,IMD,NA
UEI-IMD-FL-1997-0111,1997-07-13,1997-07-13,1,flash flood,NA,"Azamgarh, Bareilly, Faizabad, Gorakhpur, Kumaun division, Moradabad and Varanasi",Uttar Pradesh,NA,NA,NA,NA,11,NA,NA,NA,11 persons including one child died,NA,IMD,NA
UEI-IMD-FL-1997-0112,1997-07-08,1997-07-14,7,flash flood,NA,Sidharthnagar,Uttar Pradesh,NA,NA,NA,NA,6,NA,NA,NA,6 persons died,NA,IMD,NA
UEI-IMD-FL-1997-0113,1997-07-21,1997-07-21,1,heavy rains,NA,Ghazipur,Uttar Pradesh,NA,NA,NA,NA,10,NA,NA,NA,10 persons died,500 huts affected,IMD,NA
UEI-IMD-FL-1997-0114,1997-08-13,1997-08-13,1,heavy rains,NA,Jaunpur,Uttar Pradesh,NA,NA,NA,NA,4,NA,NA,NA,4 persons including 3 children died and a child seriously injured due to house collapse,NA,IMD,NA
UEI-IMD-FL-1997-0115,1997-08-17,1997-08-17,1,heavy rains,NA,Barabanki,Uttar Pradesh,NA,NA,NA,NA,2,NA,NA,NA,2 children died and one woman injured due to wall collapse,NA,IMD,NA
UEI-IMD-FL-1997-0116,1997-09-02,1997-09-02,1,heavy rains,NA,Etawah,Uttar Pradesh,NA,NA,NA,NA,4,2,NA,NA,4 women died and 2 persons injured due to wall collapsed,NA,IMD,NA
UEI-IMD-FL-1997-0117,1997-09-06,1997-09-06,1,heavy rains,NA,Etawah,Uttar Pradesh,NA,NA,NA,NA,3,3,NA,NA,3 persons died and 3 other injured due to wall collapsed,NA,IMD,NA
UEI-IMD-FL-1997-0118,1997-11-24,1997-11-24,1,heavy rains,NA,Entire U.P.,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Potato, rice and mustard crops damaged",IMD,NA
UEI-IMD-FL-1997-0119,1997-12-08,1997-12-08,1,heavy rains,NA,Entire U.P.,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,i)80% of the potatoes and mustard destroyed ii)Sowing operation of wheat in 45 lakh hectares delayed,IMD,NA
UEI-IMD-FL-1997-0120,1997-06-28,1997-07-01,4,heavy rains,NA,Darjeeling,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,i)Landslides in Lodhama areas reported ii)Several houses damaged iii)Roads along Bengal - Sikkim border blocked iv)Normal life paralysed v)Several families rendered homeless,IMD,NA
UEI-IMD-FL-1997-0121,1997-06-29,1997-06-29,1,flash flood,NA,Medinipur,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i)Breaches in the embackments of Kansabati river reported ii)500 houses washed away and more than 40,000 people rendered homeless in Tamlak and Paskura area",IMD,NA
UEI-IMD-FL-1997-0122,1997-07-01,1997-07-01,1,flash flood,NA,Medinipur,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i)7 villages in Medinipur district affected ii)300 houses damaged iii)36,000 people were under the grip of flood water",IMD,NA
UEI-IMD-FL-1997-0123,1997-07-05,1997-07-08,4,heavy rains,NA,Purulia,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i)2,000 people rendered homeless ii)500 mud houses collapsed",IMD,NA
UEI-IMD-FL-1997-0124,1997-07-12,1997-07-12,1,heavy rains,NA,Darjeeling,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Normal life in Likuvi area paralysed due to landslides,IMD,NA
UEI-IMD-FL-1997-0125,1997-07-14,1997-07-14,1,flash flood,NA,Murshidabad,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,i)12 villages in Kandi sub-division affected ii)25 families from Akhariganj villages shifted to safer places,IMD,NA
UEI-IMD-FL-1997-0126,1997-07-16,1997-07-16,1,flash flood,NA,Malda,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nearly 14,000 people affected",IMD,NA
UEI-IMD-FL-1997-0127,1997-07-22,1997-07-22,1,flash flood,NA,Purulia,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,i)30 villages badly affected ii)Many mud houses collapsed,IMD,NA
UEI-IMD-FL-1997-0128,1997-08-03,1997-08-03,1,flash flood,NA,North 24 Parganas,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i)Breaches in the embankments of Ichhamati river reported ii)In Hasnabad, 7 houses washed away and 15 families shifted to safer places",IMD,NA
UEI-IMD-FL-1997-0129,1997-08-05,1997-08-05,1,heavy rains,NA,Purulia,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500 houses in 7 blocks of the district damaged,IMD,NA
UEI-IMD-FL-1997-0130,1997-08-05,1997-08-13,9,severe floods,NA,Medinipur,West Bengal,NA,NA,NA,NA,10,11,NA,NA,10 persons died and 11 other injured,"i)Around 7.5 lakh people in 16 blocks affected ii)More than 10,000 mud houses collapsed iii)About 16,000 houses in 15 block collapsed iv)About 90,000 people rendered homeless v)Crops in 50,000 hectares destroyed at Ghatal vi)Telephone exchange in Contai damaged vii)Breaches in the embankment of Kangsabati and Keleghi rivers reported",IMD,NA
UEI-IMD-FL-1997-0131,1997-08-06,1997-08-06,1,heavy rains,NA,Darjeeling,West Bengal,NA,NA,NA,NA,16,NA,NA,NA,16 persons including 5 women and some children died and several injured,20 houses washed away and 400 houses damaged due to landslides,IMD,NA
UEI-IMD-FL-1997-0132,1997-08-10,1997-08-10,1,heavy rains,NA,Darjeeling,West Bengal,NA,NA,NA,NA,NA,1,NA,NA,A 15 year old boy seriously injured,"i)Landslides reported ii)In Sonada (Siliguri), 30 houses damaged",IMD,NA
UEI-IMD-FL-1997-0133,1997-08-11,1997-08-11,1,heavy rains,NA,"Howrah, North 24 Parganas",West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thousands of people were under the grip of flood water at Dasnagar , Vast areas in Barrackpore submerged",IMD,NA
UEI-IMD-FL-1997-0134,1997-08-13,1997-08-13,1,heavy rains,NA,Hooghly,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,About one lakh people affected at Arambag due to release of water from D.V.C.,IMD,NA
UEI-IMD-FL-1997-0135,1997-08-18,1997-08-18,1,heavy rains,NA,Medinipur,West Bengal,NA,NA,NA,NA,1,NA,NA,NA,1 girl died due to wall collapse at Brindaban Chak village of Panskura block,NA,IMD,NA
UEI-IMD-FL-1997-0136,1997-08-20,1997-08-20,1,flash flood,NA,"South 24 Parganas, Medinapur",West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i)1000 people marooned due to breach in the embankment of Sutarbag river at Dakshin Raipur, in Patharpratima area ii)Several huts damaged in Kulpi and Raidighi areas and 3 persons swept away and 40 fishermen reported missing at Digha , i)Few hundred mud houses collapsed ii)20,000 people affected at Haldia",IMD,NA
UEI-IMD-FL-1997-0137,1997-08-22,1997-08-22,1,flash flood,NA,"Malda, Medinipur, South 24 Parganas",West Bengal,NA,NA,NA,NA,282,NA,NA,NA,2 persons died in Medinipur and 280 fishermen reported missing,"About 12,000 people mmarooned in 7 villages of Gopalpur grampanchayat , i)40,000 people affected ii)25,000 people marooned iii)Over 600 acres of crop land submerged in Nanigram and Mahisadal areas , i)More than 5000 families evacuated to safer places in Sunderban area ii)64 houses collapsed in Khudirampalli area",IMD,NA
UEI-IMD-FL-1997-0138,1997-08-22,1997-08-28,7,heavy rains,NA,North 24 Parganas,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,i)About 1000 families marooned ii)About 200 houses collapsed iii)Crops damaged,IMD,NA
UEI-IMD-FL-1997-0139,1997-08-29,1997-08-29,1,heavy rains,NA,Malda,West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i)10,000 people marooned ii)500 families shifted to safer places",IMD,NA
UEI-IMD-FL-1997-0140,1997-09-08,1997-09-08,1,heavy rains,NA,North 24 Parganas,West Bengal,NA,NA,NA,NA,NA,1,NA,NA,1 child aged 5 years badly injured due to house collapse at Dumdum,NA,IMD,NA
UEI-IMD-FL-1997-0141,1997-09-09,1997-09-09,1,"heavy rains, flash flood",NA,"Medinipur, Nadia",West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i)In Cotai, 10,000 mud houses collapsed ii)Many people became homeless , i)40,000 people affected ii)10,000 people became homeless in 5 villages of Nabadwip",IMD,NA
UEI-IMD-FL-1997-0142,1997-06-26,1997-06-26,1,heavy rains,NA,Chandigarh,Punjab,NA,NA,NA,NA,5,NA,NA,NA,2 women and 3 children injured due to house collapse in sector 41,NA,IMD,NA
UEI-IMD-FL-1997-0143,1997-06-19,1997-06-19,1,heavy rains,NA,Delhi,Delhi,NA,NA,NA,NA,2,1,NA,NA,2 persons died and 1 child injured in a house collapse,NA,IMD,NA
UEI-IMD-FL-1997-0144,1997-07-13,1997-07-13,1,heavy rains,NA,Delhi,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,Railway services disrupted,IMD,NA
UEI-IMD-FL-1998-0001,1998-09-20,1998-09-28,9,moderate flood ,NA,"Cuddapah, Guntur, Kurnool and West Godavari",Andhra Pradesh,NA,NA,NA,NA,51,NA,NA,NA,51 persons died,Damage to property and agriculture reported,IMD,NA
UEI-IMD-FL-1998-0002,1998-10-08,1998-10-14,7,severe floods,NA,Entire State,Andhra Pradesh,NA,NA,NA,NA,179,NA,NA,NA,179 persons died,Damage to property and agriculture reported,IMD,NA
UEI-IMD-FL-1998-0003,1998-10-28,1998-11-04,8,heavy rains,NA,Entire State,Andhra Pradesh,NA,NA,NA,NA,17,NA,NA,NA,17 persons died,Damage to property and agriculture reported,IMD,NA
UEI-IMD-FL-1998-0004,1998-12-11,1998-12-16,6,heavy rains,NA,Entire State,Andhra Pradesh,NA,NA,NA,NA,16,NA,NA,NA,16 persons died,Damage to property and agriculture reported,IMD,NA
UEI-IMD-FL-1998-0005,1998-06-17,1998-06-17,1,heavy rains,NA,Some parts of the State,Arunachal Pradesh,NA,NA,NA,NA,23,NA,NA,16,i)23 persons died due to landslide ii)16 animals lost,Affected areas cut-off from rest of the country due to landslides and damaging of bridges,IMD,NA
UEI-IMD-FL-1998-0006,1998-05-24,1998-05-25,2,severe floods,NA,Dhemaji,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In Jaidhal, Machkhowa, Moridhal, Shripani and Siriborgaon areas , i)200 villages inundated ii)Railway bridge over river Gai and several kilometers of National Highway No. 52 damaged iii)Rail services between Junai - Sitapathi disrupted iv)Ahu and other crops damaged",IMD,NA
UEI-IMD-FL-1998-0007,1998-06-03,1998-06-03,1,heavy rains,NA,"Cachar, Dhemaji, Dibrufarh, Lakhimpur and Tinsukia",Assam,NA,NA,NA,NA,51,158,NA,NA,51 persons died of which 7 due to landslide and 158 injured,i)Torrential rain caused worst landslides ii)Dhemaji cut off from other parts of the country,IMD,NA
UEI-IMD-FL-1998-0008,1998-06-10,1998-06-16,7,severe floods,NA,"11 districts of Upper and lower Assam including Cachar, Darrang, Dhemaji, Dibrugarh, Jorhat, Lakhimpur, Sonitpur and Tinsukia",Assam,NA,NA,NA,NA,105,NA,NA,7184,i)105 persons died of which a few died in a landslide due to torrential rain ii)Several animals in Kairanga National park washed away iii)7184 animals lost,"i)More than 4 lakh people affected ii)Breach in embankment at Sonapur inundated 50 villages iii)National Highway No. 31 submerged iv)Road/rail communications disrupted v)Crops on 34,100 hectares damaged vi)Landslides reported",IMD,NA
UEI-IMD-FL-1998-0009,1998-06-19,1998-06-19,1,heavy rains,NA,Dhemaji,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i)Area under Siriborgaon revenue circle submerged, damaging crops in thousands of acres ii)National Highway No. 52 damaged ",IMD,NA
UEI-IMD-FL-1998-0010,1998-06-21,1998-06-24,4,severe floods,NA,"Barpeta, Darang, Jorhat, Nalbari and Sibsagar",Assam,NA,NA,NA,NA,3,NA,NA,NA,3 persons died,"i)Railway track near Samaranjan washed away. Badarpur - Lumding railway line disrupted ii)National Highway No. 52 damaged cutting off road communication between Dhemaji and Lakhimpur iii)Embankment of Dakgaon breached flooding 10 villages and affecting 10,000 people iv)Ahu and Aijung fields in vast area destroyed",IMD,NA
UEI-IMD-FL-1998-0011,1998-06-26,1998-06-29,4,moderate flood ,NA,Dhemaji and Lakhimpur,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i)Paddy fields in 60 villages affected ii)45,000 people became homeless iii)National Highway No. 52 submerged iv)Road, Rail and Telecommunication disrupted Many people near the river affected",IMD,NA
UEI-IMD-FL-1998-0012,1998-06-30,1998-06-30,1,flash flood,NA,Lakhimpur,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IMD,NA
UEI-IMD-FL-1998-0013,1998-07-01,1998-07-31,31,severe floods,NA,Entire State,Assam,NA,NA,NA,NA,81,NA,NA,6,"i)81 persons died ii)2 elephant, 3 deer and one royal bengal tiger in Kaziranga National Park perished",i)Dhemaji district worst affected. 2/3 of the district submerged under flood water ii)Entire NE region cur-off from rest of the country iii)Embankment of Brahmaputra breached affecting more than 400 villages iv)National Highway No. 31 completely inundated whereas No. 52 damaged at several places v)17 lakh people affected vi)Crop in 1.4 lakh hectares damaged vii)Road/Rail communication disrupted,IMD,NA
